Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Unit_Price,Total_Amount,Order_Status,Payment_Method
47,39,163,2025-04-02,3,80.25,240.75,Cancelled,PayPal
48,356,95,2024-10-17,2,381.64,763.28,Cancelled,Bank Transfer
49,48,188,2025-06-18,2,88.35,176.7,Completed,Google Pay
50,204,56,2025-06-16,3,64.14,192.42,Completed,PayPal
51,173,141,2024-12-20,2,318.08,636.16,Completed,Bank Transfer
52,391,13,2023-12-26,2,281.56,563.12,Completed,Credit Card
53,476,41,2024-10-10,1,689.45,689.45,Completed,Bank Transfer
54,466,34,2025-05-11,1,895.0,895.0,Completed,Credit Card
55,336,93,2024-06-16,1,545.5,545.5,Completed,Credit Card
56,203,161,2024-07-22,2,86.21,172.42,Shipped,Credit Card
57,361,25,2023-10-08,2,248.54,497.08,Pending,Apple Pay
58,5,3,2025-02-15,6,73.79,442.74,Completed,Apple Pay
59,37,59,2024-09-07,3,154.11,462.33,Completed,Debit Card
60,196,199,2025-04-10,4,98.66,394.64,Pending,Debit Card
61,36,136,2024-12-13,2,418.48,836.96,Completed,Bank Transfer
62,384,39,2025-05-27,2,1019.84,2039.68,Completed,Credit Card
63,460,26,2024-03-26,1,254.66,254.66,Completed,Apple Pay
64,162,36,2024-06-14,2,344.92,689.84,Shipped,Google Pay
65,370,156,2024-07-09,5,57.91,289.55,Completed,Debit Card
66,266,156,2024-11-15,3,62.26,186.78,Completed,Debit Card
67,254,99,2024-03-03,2,260.77,521.54,Completed,Credit Card
68,185,82,2024-03-20,4,87.14,348.56,Completed,Google Pay
69,350,45,2025-03-19,5,33.16,165.8,Completed,Google Pay
70,35,4,2024-06-24,1,998.76,998.76,Completed,PayPal
71,322,183,2024-11-11,1,73.25,73.25,Completed,Bank Transfer
72,159,21,2024-11-16,1,1194.35,1194.35,Completed,PayPal
73,201,151,2025-01-17,2,270.14,540.28,Cancelled,Debit Card
74,30,63,2024-02-07,2,114.81,229.62,Completed,Bank Transfer
75,380,169,2025-03-08,1,140.46,140.46,Pending,Credit Card
76,84,128,2025-06-10,2,247.16,494.32,Pending,PayPal
77,86,96,2024-03-15,3,211.46,634.38,Completed,Credit Card
78,172,110,2024-06-30,1,378.47,378.47,Shipped,Bank Transfer
79,40,128,2024-10-17,1,247.16,247.16,Shipped,Debit Card
80,189,41,2024-06-19,1,689.45,689.45,Pending,Credit Card
81,117,190,2024-11-15,1,58.02,58.02,Completed,Credit Card
82,242,94,2024-09-07,1,454.78,454.78,Completed,Google Pay
83,412,183,2025-03-08,1,73.25,73.25,Completed,Bank Transfer
84,164,70,2025-04-16,2,144.83,289.66,Completed,Debit Card
85,115,133,2025-06-22,5,316.83,1584.15,Completed,PayPal
86,168,23,2024-12-08,1,1330.63,1330.63,Shipped,PayPal
87,379,160,2024-06-11,1,25.23,25.23,Cancelled,Debit Card
88,376,140,2025-03-18,1,142.1,142.1,Completed,Google Pay
89,178,163,2025-04-22,4,80.25,321.0,Completed,Bank Transfer
90,193,189,2025-03-02,1,126.25,126.25,Completed,Apple Pay
91,252,16,2025-06-18,1,1213.41,1213.41,Completed,Debit Card
92,460,134,2024-09-24,4,354.75,1419.0,Cancelled,Credit Card
93,298,25,2024-11-13,2,292.61,585.22,Shipped,Google Pay
94,150,67,2025-04-27,4,136.71,546.84,Cancelled,PayPal
95,163,116,2024-06-30,1,39.02,39.02,Cancelled,Google Pay
96,56,40,2024-02-26,1,1045.84,1045.84,Cancelled,Debit Card
97,232,79,2024-10-22,4,135.73,542.92,Completed,Bank Transfer
98,357,155,2023-12-19,3,158.33,474.99,Completed,Bank Transfer
99,128,92,2024-09-14,1,570.76,570.76,Completed,Credit Card
100,488,104,2025-04-29,2,588.71,1177.42,Completed,Apple Pay
101,53,36,2024-03-11,1,344.92,344.92,Completed,Debit Card
102,102,103,2024-08-31,2,406.28,812.56,Shipped,Google Pay
103,133,20,2023-11-23,1,755.46,755.46,Completed,Debit Card
104,48,85,2024-03-12,5,101.47,507.35,Completed,Bank Transfer
105,203,128,2023-12-04,2,209.57,419.14,Completed,PayPal
106,144,115,2025-05-11,1,512.41,512.41,Completed,Bank Transfer
107,152,128,2024-09-23,2,211.66,423.32,Completed,Apple Pay
108,103,165,2025-05-12,2,130.68,261.36,Completed,Credit Card
109,196,183,2024-08-24,2,73.25,146.5,Shipped,Google Pay
110,165,100,2024-06-29,1,294.02,294.02,Completed,PayPal
111,30,121,2024-11-26,3,158.6,475.8,Completed,Credit Card
112,127,169,2024-06-10,2,140.46,280.92,Cancelled,Credit Card
113,392,57,2024-12-19,6,196.92,1181.52,Completed,Debit Card
114,122,152,2024-07-30,3,332.71,998.13,Shipped,Credit Card
115,361,180,2024-08-19,2,57.75,115.5,Completed,Google Pay
116,159,45,2024-11-05,1,33.16,33.16,Completed,Credit Card
117,270,123,2023-10-06,4,512.8,2051.2,Completed,PayPal
118,368,46,2025-05-26,3,257.54,772.62,Completed,Debit Card
119,301,181,2025-05-26,3,32.13,96.39,Completed,Credit Card
120,192,181,2025-06-05,1,27.61,27.61,Completed,Debit Card
121,375,112,2025-04-01,5,470.0,2350.0,Completed,Bank Transfer
122,496,144,2025-02-15,3,158.28,474.84,Shipped,Debit Card
123,194,79,2025-03-05,1,120.36,120.36,Pending,Google Pay
124,201,198,2025-06-15,1,103.53,103.53,Shipped,Debit Card
125,328,145,2024-02-24,1,400.94,400.94,Completed,Debit Card
126,326,23,2025-04-14,2,1330.63,2661.26,Completed,Apple Pay
127,6,68,2024-05-19,2,185.89,371.78,Completed,Bank Transfer
128,1,13,2024-09-08,3,281.56,844.68,Completed,Apple Pay
129,452,97,2024-08-19,1,150.28,150.28,Shipped,Bank Transfer
130,389,176,2024-05-30,2,103.75,207.5,Completed,PayPal
131,11,82,2024-06-23,1,87.14,87.14,Completed,Debit Card
132,375,20,2024-12-05,4,677.82,2711.28,Shipped,Apple Pay
133,361,8,2024-10-04,2,705.34,1410.68,Completed,Debit Card
134,28,26,2024-08-07,5,254.66,1273.3,Shipped,Bank Transfer
135,474,187,2024-12-01,2,148.95,297.9,Completed,Credit Card
136,202,147,2024-12-06,2,328.57,657.14,Completed,PayPal
137,422,170,2025-01-13,1,129.54,129.54,Shipped,PayPal
138,42,122,2025-04-24,1,348.35,348.35,Completed,Bank Transfer
139,136,24,2025-01-21,1,262.48,262.48,Completed,Apple Pay
140,23,68,2024-10-09,1,185.89,185.89,Shipped,Credit Card
141,343,89,2025-04-08,1,537.2,537.2,Completed,Google Pay
142,32,100,2025-04-13,1,294.02,294.02,Completed,Google Pay
143,452,61,2024-10-29,1,182.0,182.0,Pending,Credit Card
144,258,147,2025-05-18,3,400.45,1201.35,Shipped,Debit Card
145,62,194,2024-10-14,5,106.72,533.6,Completed,Debit Card
146,22,109,2024-01-31,1,472.01,472.01,Completed,Google Pay
147,133,82,2025-05-23,4,75.85,303.4,Completed,Google Pay
148,167,71,2024-11-21,4,150.45,601.8,Shipped,Google Pay
149,401,108,2024-03-03,1,290.12,290.12,Shipped,Credit Card
150,474,28,2024-12-13,1,115.14,115.14,Completed,PayPal
151,450,106,2024-06-25,2,236.77,473.54,Completed,Credit Card
152,89,71,2024-09-18,2,165.14,330.28,Completed,Credit Card
153,244,69,2025-05-17,1,44.07,44.07,Completed,PayPal
154,144,126,2025-04-30,2,351.48,702.96,Completed,Debit Card
155,154,191,2024-10-11,3,136.27,408.81,Completed,Google Pay
156,331,23,2024-05-03,1,1330.63,1330.63,Cancelled,Apple Pay
157,389,133,2025-05-04,3,359.84,1079.52,Completed,Credit Card
158,160,182,2024-11-14,1,78.66,78.66,Shipped,Credit Card
159,89,50,2025-05-08,1,1165.67,1165.67,Completed,PayPal
160,361,51,2024-07-02,3,646.25,1938.75,Shipped,Credit Card
161,349,8,2024-06-10,2,705.34,1410.68,Completed,Google Pay
162,283,90,2024-08-15,3,485.39,1456.17,Pending,Credit Card
163,146,8,2024-09-09,1,705.34,705.34,Completed,Debit Card
164,210,132,2023-11-20,3,419.65,1258.95,Completed,Apple Pay
165,467,34,2025-01-23,1,895.0,895.0,Completed,Bank Transfer
166,496,182,2025-01-21,1,78.66,78.66,Completed,Debit Card
167,239,78,2025-02-07,1,81.5,81.5,Shipped,PayPal
168,288,166,2024-12-28,1,124.51,124.51,Completed,Credit Card
169,173,71,2025-01-20,1,165.14,165.14,Shipped,PayPal
170,97,39,2024-11-19,1,949.93,949.93,Shipped,Apple Pay
171,339,82,2025-02-08,2,87.14,174.28,Completed,Apple Pay
172,208,100,2025-03-07,2,294.02,588.04,Completed,PayPal
173,372,183,2024-05-28,2,73.25,146.5,Pending,PayPal
174,260,77,2025-04-25,3,10.31,30.93,Completed,PayPal
175,50,121,2024-03-16,1,158.6,158.6,Cancelled,Debit Card
176,485,175,2025-05-18,2,56.07,112.14,Completed,Bank Transfer
177,447,79,2024-09-28,4,146.74,586.96,Shipped,PayPal
178,238,31,2024-10-25,4,1447.6,5790.4,Shipped,Credit Card
179,242,50,2024-11-10,4,1414.14,5656.56,Completed,Apple Pay
180,28,39,2024-03-24,1,1019.84,1019.84,Shipped,Apple Pay
181,74,81,2025-05-02,1,162.86,162.86,Completed,PayPal
182,325,15,2023-10-20,1,506.69,506.69,Completed,Google Pay
183,392,41,2024-11-05,3,620.42,1861.26,Shipped,Apple Pay
184,207,110,2025-06-15,1,320.16,320.16,Completed,Credit Card
185,457,83,2025-03-16,2,75.22,150.44,Cancelled,Debit Card
186,116,178,2025-05-08,1,61.64,61.64,Completed,Debit Card
187,34,12,2024-07-17,1,552.24,552.24,Shipped,Google Pay
188,173,112,2025-05-13,6,470.0,2820.0,Completed,PayPal
189,385,49,2024-04-15,4,147.75,591.0,Completed,Debit Card
190,115,187,2025-06-23,1,131.91,131.91,Completed,PayPal
191,365,167,2025-04-01,1,149.83,149.83,Cancelled,Google Pay
192,320,13,2024-12-28,1,261.48,261.48,Completed,Bank Transfer
193,60,107,2024-10-11,1,529.58,529.58,Pending,Debit Card
194,216,170,2024-02-21,2,129.54,259.08,Completed,Credit Card
195,402,28,2024-11-09,2,115.14,230.28,Completed,Debit Card
196,184,181,2024-09-22,1,32.13,32.13,Completed,Bank Transfer
197,478,124,2024-08-06,1,214.09,214.09,Completed,Google Pay
198,343,127,2024-04-03,1,64.66,64.66,Pending,Bank Transfer
199,52,66,2025-01-22,5,79.27,396.35,Completed,Credit Card
200,417,45,2025-05-07,4,33.16,132.64,Pending,PayPal
201,219,190,2024-03-06,4,58.02,232.08,Completed,Debit Card
202,340,166,2024-04-20,1,124.51,124.51,Shipped,PayPal
203,450,188,2024-02-14,1,88.35,88.35,Completed,PayPal
204,428,99,2025-02-13,1,260.77,260.77,Completed,Credit Card
205,68,179,2025-03-02,6,136.28,817.68,Completed,Apple Pay
206,467,152,2024-11-01,2,332.71,665.42,Shipped,Apple Pay
207,399,92,2025-01-06,4,570.76,2283.04,Completed,Apple Pay
208,472,125,2024-03-03,1,270.91,270.91,Completed,Credit Card
209,361,174,2024-11-23,3,131.66,394.98,Completed,Bank Transfer
210,448,87,2024-11-20,2,56.51,113.02,Completed,Bank Transfer
211,373,64,2024-11-01,2,189.55,379.1,Completed,Google Pay
212,457,157,2024-01-05,1,335.67,335.67,Completed,Debit Card
213,39,193,2024-11-06,1,66.99,66.99,Completed,Google Pay
214,115,141,2025-01-22,1,318.08,318.08,Shipped,Apple Pay
215,46,128,2024-10-13,1,247.16,247.16,Shipped,Credit Card
216,53,104,2024-09-23,2,489.7,979.4,Shipped,Google Pay
217,327,78,2025-05-14,2,91.94,183.88,Completed,PayPal
218,187,14,2025-04-12,3,1484.59,4453.77,Cancelled,Google Pay
219,308,122,2025-02-25,2,315.49,630.98,Completed,PayPal
220,182,163,2025-06-15,1,80.25,80.25,Pending,Credit Card
221,24,43,2024-11-06,3,1454.41,4363.23,Completed,Credit Card
222,131,157,2024-05-09,1,335.67,335.67,Completed,Apple Pay
223,213,12,2025-05-30,3,552.24,1656.72,Cancelled,Apple Pay
224,235,169,2024-12-26,2,140.46,280.92,Completed,Google Pay
225,377,13,2024-12-08,1,281.56,281.56,Completed,Debit Card
226,355,149,2024-04-22,3,208.36,625.08,Shipped,PayPal
227,259,99,2024-09-27,2,260.77,521.54,Completed,PayPal
228,204,88,2025-06-17,2,127.97,255.94,Pending,Bank Transfer
229,263,77,2025-04-24,2,10.31,20.62,Cancelled,Google Pay
230,324,56,2024-05-12,2,64.14,128.28,Completed,Bank Transfer
231,68,182,2025-01-25,2,78.66,157.32,Completed,Bank Transfer
232,60,195,2024-08-19,2,131.59,263.18,Pending,Bank Transfer
233,214,173,2025-03-12,3,22.15,66.45,Completed,Credit Card
234,268,28,2023-11-28,1,115.14,115.14,Completed,PayPal
235,385,42,2025-06-23,2,564.23,1128.46,Completed,Debit Card
236,386,139,2023-12-08,3,285.57,856.71,Cancelled,Google Pay
237,443,58,2025-03-09,2,187.02,374.04,Pending,PayPal
238,355,171,2023-12-27,1,62.81,62.81,Pending,PayPal
239,495,142,2024-01-04,1,147.02,147.02,Completed,Debit Card
240,467,163,2025-02-20,3,80.25,240.75,Shipped,Debit Card
241,398,186,2025-06-15,1,117.37,117.37,Completed,Debit Card
242,377,132,2024-03-09,1,419.65,419.65,Completed,Debit Card
243,83,150,2025-04-25,1,140.17,140.17,Completed,Credit Card
244,79,83,2024-12-30,3,91.67,275.01,Shipped,PayPal
245,252,147,2024-12-06,1,400.45,400.45,Completed,Debit Card
246,490,48,2024-11-21,3,685.03,2055.09,Completed,Credit Card
247,179,57,2025-05-11,2,196.92,393.84,Completed,Debit Card
248,487,193,2025-01-09,2,66.99,133.98,Shipped,Credit Card
249,59,172,2024-08-16,1,25.92,25.92,Shipped,Debit Card
250,469,30,2024-09-08,2,999.82,1999.64,Completed,PayPal
251,264,131,2024-10-12,1,374.52,374.52,Completed,PayPal
252,264,22,2025-06-08,1,807.79,807.79,Completed,Google Pay
253,4,161,2024-01-17,3,86.21,258.63,Completed,Credit Card
254,106,138,2025-04-17,4,60.88,243.52,Completed,Bank Transfer
255,419,19,2025-03-11,1,1349.79,1349.79,Completed,Credit Card
256,45,19,2024-01-05,2,1349.79,2699.58,Completed,PayPal
257,209,100,2024-10-15,1,294.02,294.02,Completed,Bank Transfer
258,61,137,2023-10-23,3,194.7,584.1,Completed,Bank Transfer
259,435,19,2024-08-23,2,1349.79,2699.58,Pending,PayPal
260,311,23,2024-07-07,4,1330.63,5322.52,Shipped,Credit Card
261,243,41,2024-11-28,1,689.45,689.45,Completed,PayPal
262,492,163,2024-03-30,2,80.25,160.5,Cancelled,Bank Transfer
263,192,3,2024-12-08,2,60.56,121.12,Shipped,Apple Pay
264,276,141,2025-06-07,1,318.08,318.08,Pending,PayPal
265,109,106,2025-05-21,4,199.81,799.24,Shipped,PayPal
266,100,30,2024-04-28,3,999.82,2999.46,Cancelled,Google Pay
267,237,166,2024-12-06,1,103.69,103.69,Pending,Google Pay
268,250,85,2024-08-22,2,107.93,215.86,Completed,Google Pay
269,36,50,2024-07-29,2,1414.14,2828.28,Completed,Bank Transfer
270,300,40,2024-12-14,1,1206.86,1206.86,Completed,Debit Card
271,3,81,2024-06-13,1,188.66,188.66,Completed,PayPal
272,431,93,2024-03-22,3,545.5,1636.5,Completed,Apple Pay
273,184,199,2024-07-22,2,88.68,177.36,Completed,Debit Card
274,457,138,2024-05-09,3,60.88,182.64,Cancelled,Credit Card
275,457,5,2025-04-26,2,1219.85,2439.7,Shipped,Apple Pay
276,394,152,2024-05-21,1,332.71,332.71,Completed,Apple Pay
277,335,199,2024-04-03,1,98.66,98.66,Shipped,Bank Transfer
278,439,75,2024-03-21,2,26.53,53.06,Completed,Bank Transfer
279,123,158,2025-02-10,1,284.93,284.93,Shipped,Bank Transfer
280,447,38,2025-03-06,2,998.69,1997.38,Completed,Apple Pay
281,119,17,2024-06-25,1,342.55,342.55,Completed,PayPal
282,199,121,2025-05-26,4,143.42,573.68,Completed,Bank Transfer
283,380,68,2024-12-21,2,185.89,371.78,Completed,PayPal
284,301,168,2025-05-18,1,57.0,57.0,Completed,Google Pay
285,208,91,2025-04-12,1,551.71,551.71,Shipped,Credit Card
286,257,36,2024-10-09,1,344.92,344.92,Completed,Debit Card
287,77,48,2024-04-09,2,769.18,1538.36,Shipped,Debit Card
288,213,85,2025-02-27,2,107.93,215.86,Completed,Bank Transfer
289,427,106,2023-11-24,1,236.77,236.77,Completed,Debit Card
290,323,132,2023-12-17,2,358.2,716.4,Completed,Google Pay
291,491,104,2024-12-31,2,537.81,1075.62,Shipped,PayPal
292,485,22,2024-05-24,2,807.79,1615.58,Completed,Debit Card
293,113,106,2025-01-01,3,236.77,710.31,Shipped,Google Pay
294,136,43,2025-03-01,1,1454.41,1454.41,Shipped,Credit Card
295,118,97,2024-09-08,1,150.28,150.28,Completed,Bank Transfer
296,462,158,2024-12-31,4,318.85,1275.4,Cancelled,Credit Card
297,48,124,2025-01-29,2,201.65,403.3,Pending,Bank Transfer
298,221,134,2024-09-28,4,354.75,1419.0,Completed,Debit Card
299,481,124,2025-03-31,1,214.09,214.09,Cancelled,Bank Transfer
300,295,26,2024-10-01,1,254.66,254.66,Completed,PayPal
301,307,140,2024-09-21,1,162.72,162.72,Completed,Google Pay
302,268,31,2024-11-21,1,1447.6,1447.6,Completed,Apple Pay
303,186,28,2024-04-07,2,115.14,230.28,Completed,Apple Pay
304,290,94,2025-01-06,1,454.78,454.78,Shipped,Google Pay
305,248,46,2024-08-30,2,257.54,515.08,Completed,Google Pay
306,177,199,2025-02-20,4,98.66,394.64,Cancelled,Debit Card
307,229,180,2025-06-08,1,61.22,61.22,Completed,Google Pay
308,200,163,2023-10-22,1,75.46,75.46,Completed,Credit Card
309,33,68,2024-05-27,1,161.72,161.72,Completed,Google Pay
310,336,134,2024-07-10,5,326.57,1632.85,Completed,Bank Transfer
311,254,113,2023-11-03,4,558.39,2233.56,Completed,PayPal
312,100,9,2025-03-28,2,1249.21,2498.42,Shipped,Debit Card
313,346,10,2024-08-24,2,1065.71,2131.42,Completed,PayPal
314,400,103,2024-08-20,1,406.28,406.28,Completed,Credit Card
315,146,186,2025-04-18,4,129.16,516.64,Completed,Debit Card
316,311,50,2024-10-17,1,1191.77,1191.77,Completed,Credit Card
317,287,19,2024-11-12,1,1196.9,1196.9,Completed,Google Pay
318,417,148,2024-06-16,1,244.97,244.97,Completed,Debit Card
319,388,87,2025-06-13,2,56.51,113.02,Shipped,Credit Card
320,247,30,2024-06-21,1,999.82,999.82,Completed,Bank Transfer
321,360,59,2025-04-04,1,179.04,179.04,Completed,Credit Card
322,359,68,2024-06-15,1,185.89,185.89,Completed,Credit Card
323,284,46,2024-10-29,1,257.54,257.54,Completed,Debit Card
324,485,192,2025-02-10,2,111.99,223.98,Cancelled,Debit Card
325,447,68,2024-05-17,1,185.89,185.89,Shipped,PayPal
326,80,28,2024-03-09,1,115.14,115.14,Completed,Google Pay
327,4,196,2025-04-30,5,130.13,650.65,Completed,Google Pay
328,162,127,2025-05-17,4,64.66,258.64,Completed,Apple Pay
329,94,196,2025-05-25,1,130.13,130.13,Shipped,Debit Card
330,28,135,2025-04-04,2,25.88,51.76,Completed,PayPal
331,202,176,2025-03-25,2,92.06,184.12,Completed,Bank Transfer
332,5,4,2025-02-05,1,1082.54,1082.54,Completed,Debit Card
333,281,68,2024-06-07,2,185.89,371.78,Completed,Debit Card
334,256,109,2024-05-19,3,472.01,1416.03,Completed,PayPal
335,231,47,2024-12-17,5,827.02,4135.1,Completed,Bank Transfer
336,139,61,2024-12-09,4,182.0,728.0,Cancelled,Debit Card
337,243,3,2024-04-24,2,73.79,147.58,Shipped,Google Pay
338,274,185,2024-07-28,2,106.01,212.02,Shipped,Credit Card
339,417,66,2024-10-29,2,79.27,158.54,Completed,PayPal
340,185,93,2024-12-11,5,545.5,2727.5,Completed,Apple Pay
341,63,90,2025-05-04,5,485.39,2426.95,Shipped,Bank Transfer
342,333,138,2024-04-23,3,60.88,182.64,Pending,Google Pay
343,250,199,2025-03-07,4,98.66,394.64,Completed,Apple Pay
344,324,38,2025-05-05,2,998.69,1997.38,Completed,Bank Transfer
345,314,147,2024-09-19,4,346.26,1385.04,Completed,PayPal
346,335,75,2025-02-22,1,30.59,30.59,Cancelled,PayPal
347,383,151,2024-11-21,2,276.14,552.28,Completed,Bank Transfer
348,121,170,2024-06-17,3,129.54,388.62,Completed,Debit Card
349,204,27,2024-02-16,2,688.55,1377.1,Completed,Credit Card
350,477,100,2024-07-24,1,294.02,294.02,Shipped,Debit Card
351,68,135,2025-04-22,1,25.88,25.88,Completed,Apple Pay
352,240,139,2025-06-02,2,288.77,577.54,Completed,Debit Card
353,303,153,2024-10-18,3,485.14,1455.42,Completed,Google Pay
354,328,164,2024-11-28,4,72.85,291.4,Completed,Credit Card
355,227,79,2024-08-27,1,146.74,146.74,Completed,Google Pay
356,418,195,2025-04-26,1,131.59,131.59,Completed,Bank Transfer
357,473,126,2025-06-07,2,307.88,615.76,Completed,Google Pay
358,119,2,2024-12-05,1,1024.74,1024.74,Completed,Apple Pay
359,128,42,2025-02-25,3,681.39,2044.17,Completed,Apple Pay
360,321,62,2024-11-19,3,62.56,187.68,Pending,Bank Transfer
361,140,73,2025-01-24,1,76.71,76.71,Completed,Debit Card
362,70,75,2024-03-01,2,30.59,61.18,Pending,Google Pay
363,252,49,2024-07-31,1,147.75,147.75,Completed,Debit Card
364,498,27,2024-07-07,1,748.24,748.24,Completed,Debit Card
365,47,39,2023-11-11,1,1019.84,1019.84,Completed,PayPal
366,238,179,2025-04-01,1,136.28,136.28,Completed,Credit Card
367,137,199,2024-09-12,2,98.66,197.32,Completed,Apple Pay
368,425,4,2024-03-11,3,1082.54,3247.62,Cancelled,Apple Pay
369,127,189,2025-06-27,1,126.25,126.25,Completed,Google Pay
370,341,54,2024-10-27,2,128.01,256.02,Completed,Debit Card
371,323,187,2023-12-21,5,148.95,744.75,Completed,Apple Pay
372,327,77,2024-05-11,4,10.31,41.24,Completed,Credit Card
373,121,163,2024-10-06,1,80.25,80.25,Shipped,Credit Card
374,203,63,2023-10-30,1,114.81,114.81,Completed,Bank Transfer
375,306,40,2024-08-31,1,1003.97,1003.97,Shipped,PayPal
376,331,40,2025-02-18,1,1206.86,1206.86,Shipped,Bank Transfer
377,388,89,2025-04-07,1,537.2,537.2,Pending,Apple Pay
378,184,186,2024-03-22,4,129.16,516.64,Completed,Google Pay
379,96,140,2024-08-17,3,162.72,488.16,Shipped,Google Pay
380,83,18,2024-11-26,1,235.25,235.25,Completed,PayPal
381,233,1,2025-03-25,2,66.76,133.52,Completed,Google Pay
382,439,94,2025-03-25,1,454.78,454.78,Shipped,Google Pay
383,420,100,2024-05-04,2,294.02,588.04,Completed,Google Pay
384,145,83,2024-09-22,1,83.02,83.02,Completed,Debit Card
385,92,9,2024-05-13,2,1117.08,2234.16,Completed,Bank Transfer
386,251,135,2025-01-12,1,25.88,25.88,Pending,Credit Card
387,7,54,2025-01-28,3,128.01,384.03,Shipped,Credit Card
388,185,143,2025-03-10,4,95.13,380.52,Pending,Credit Card
389,422,158,2024-06-26,1,274.05,274.05,Completed,Google Pay
390,50,26,2025-03-01,2,254.66,509.32,Completed,Bank Transfer
391,384,143,2024-09-25,1,95.13,95.13,Completed,Bank Transfer
392,235,180,2025-02-01,1,61.22,61.22,Completed,Google Pay
393,173,169,2024-04-10,6,140.46,842.76,Completed,PayPal
394,282,84,2025-04-24,1,138.36,138.36,Pending,PayPal
395,312,62,2024-12-13,1,62.56,62.56,Cancelled,PayPal
396,185,116,2024-10-13,1,39.02,39.02,Completed,Google Pay
397,9,133,2024-03-22,4,341.12,1364.48,Completed,PayPal
398,12,198,2025-04-14,2,103.53,207.06,Shipped,Google Pay
399,285,147,2025-05-29,1,346.88,346.88,Completed,PayPal
400,188,150,2024-06-16,1,140.17,140.17,Shipped,Apple Pay
401,292,56,2025-03-06,3,64.14,192.42,Completed,Apple Pay
402,423,177,2025-02-19,1,95.67,95.67,Completed,Bank Transfer
403,414,148,2024-09-06,3,244.97,734.91,Completed,PayPal
404,451,112,2024-09-26,4,470.0,1880.0,Completed,Bank Transfer
405,335,155,2025-05-31,2,158.33,316.66,Completed,PayPal
406,269,11,2024-07-30,2,1303.72,2607.44,Pending,Debit Card
407,79,13,2025-02-05,5,281.56,1407.8,Shipped,Google Pay
408,47,57,2024-10-04,3,170.08,510.24,Completed,Google Pay
409,382,13,2024-12-05,1,281.56,281.56,Completed,Bank Transfer
